Type,Priority,Content,File,Line
Unchecked Task,medium,"Response shapes match frontend expectations","docs/WEB_MIGRATION_GUIDE.md",395
Unchecked Task,medium,"Create backup branch","docs/WEB_MIGRATION_GUIDE.md",588
Unchecked Task,medium,"Install shared package","docs/WEB_MIGRATION_GUIDE.md",589
Unchecked Task,medium,"Set up migration utilities","docs/WEB_MIGRATION_GUIDE.md",590
Unchecked Task,medium,"Run initial test suite","docs/WEB_MIGRATION_GUIDE.md",591
Unchecked Task,medium,"Document current bundle size","docs/WEB_MIGRATION_GUIDE.md",592
Unchecked Task,medium,"Migrate type definitions","docs/WEB_MIGRATION_GUIDE.md",596
Unchecked Task,medium,"Update validation schemas","docs/WEB_MIGRATION_GUIDE.md",597
Unchecked Task,medium,"Create compatibility layer","docs/WEB_MIGRATION_GUIDE.md",598
Unchecked Task,medium,"Test type imports","docs/WEB_MIGRATION_GUIDE.md",599
Unchecked Task,medium,"Fix TypeScript errors","docs/WEB_MIGRATION_GUIDE.md",600
Unchecked Task,medium,"Update task routes","docs/WEB_MIGRATION_GUIDE.md",604
Unchecked Task,medium,"Update user routes","docs/WEB_MIGRATION_GUIDE.md",605
Unchecked Task,medium,"Update milestone routes","docs/WEB_MIGRATION_GUIDE.md",606
Unchecked Task,medium,"Test API endpoints","docs/WEB_MIGRATION_GUIDE.md",607
Unchecked Task,medium,"Verify response shapes","docs/WEB_MIGRATION_GUIDE.md",608
Unchecked Task,medium,"Update store imports","docs/WEB_MIGRATION_GUIDE.md",612
Unchecked Task,medium,"Migrate store types","docs/WEB_MIGRATION_GUIDE.md",613
Unchecked Task,medium,"Test state operations","docs/WEB_MIGRATION_GUIDE.md",614
Unchecked Task,medium,"Verify persistence","docs/WEB_MIGRATION_GUIDE.md",615
Unchecked Task,medium,"Update service imports","docs/WEB_MIGRATION_GUIDE.md",619
Unchecked Task,medium,"Migrate validation logic","docs/WEB_MIGRATION_GUIDE.md",620
Unchecked Task,medium,"Test service functions","docs/WEB_MIGRATION_GUIDE.md",621
Unchecked Task,medium,"Check data flow","docs/WEB_MIGRATION_GUIDE.md",622
Unchecked Task,medium,"Update component imports (batch 1)","docs/WEB_MIGRATION_GUIDE.md",626
Unchecked Task,medium,"Update component imports (batch 2)","docs/WEB_MIGRATION_GUIDE.md",627
Unchecked Task,medium,"Fix prop type issues","docs/WEB_MIGRATION_GUIDE.md",628
Unchecked Task,medium,"Test component rendering","docs/WEB_MIGRATION_GUIDE.md",629
Unchecked Task,medium,"Verify user interactions","docs/WEB_MIGRATION_GUIDE.md",630
Unchecked Task,medium,"Run full test suite","docs/WEB_MIGRATION_GUIDE.md",634
Unchecked Task,medium,"Manual testing","docs/WEB_MIGRATION_GUIDE.md",635
Unchecked Task,medium,"Performance testing","docs/WEB_MIGRATION_GUIDE.md",636
Unchecked Task,medium,"Bundle analysis","docs/WEB_MIGRATION_GUIDE.md",637
Unchecked Task,medium,"Documentation updates","docs/WEB_MIGRATION_GUIDE.md",638
Unchecked Task,medium,"All tests pass (`npm test`)","docs/WEB_MIGRATION_GUIDE.md",743
Unchecked Task,medium,"Build succeeds (`npm run build`)","docs/WEB_MIGRATION_GUIDE.md",745
Unchecked Task,medium,"No TypeScript errors (`npm run type-check`)","docs/WEB_MIGRATION_GUIDE.md",746
Unchecked Task,medium,"Bundle size acceptable (< 10% increase)","docs/WEB_MIGRATION_GUIDE.md",747
Unchecked Task,medium,"Core user flows work:","docs/WEB_MIGRATION_GUIDE.md",748
Unchecked Task,medium,"Onboarding","docs/WEB_MIGRATION_GUIDE.md",749
Unchecked Task,medium,"Task management","docs/WEB_MIGRATION_GUIDE.md",750
Unchecked Task,medium,"Notifications","docs/WEB_MIGRATION_GUIDE.md",751
Unchecked Task,medium,"Settings","docs/WEB_MIGRATION_GUIDE.md",752
Unchecked Task,medium,"API responses valid","docs/WEB_MIGRATION_GUIDE.md",753
Unchecked Task,medium,"Data persistence works","docs/WEB_MIGRATION_GUIDE.md",754
Unchecked Task,medium,"No console errors in production build","docs/WEB_MIGRATION_GUIDE.md",755
Unchecked Task,medium,"Update README with new package dependency","docs/WEB_MIGRATION_GUIDE.md",758
Unchecked Task,medium,"Update CONTRIBUTING.md with import conventions","docs/WEB_MIGRATION_GUIDE.md",760
Unchecked Task,medium,"Update API documentation","docs/WEB_MIGRATION_GUIDE.md",761
Unchecked Task,medium,"Create migration notes in CHANGELOG.md","docs/WEB_MIGRATION_GUIDE.md",762
Unchecked Task,medium,"Update type documentation","docs/WEB_MIGRATION_GUIDE.md",763
Unchecked Task,medium,"Remove old type files (after verification)","docs/WEB_MIGRATION_GUIDE.md",766
Unchecked Task,medium,"Remove old validation files","docs/WEB_MIGRATION_GUIDE.md",768
Unchecked Task,medium,"Remove migration utilities","docs/WEB_MIGRATION_GUIDE.md",769
Unchecked Task,medium,"Remove compatibility layers","docs/WEB_MIGRATION_GUIDE.md",770
Unchecked Task,medium,"Update import sorting rules in ESLint","docs/WEB_MIGRATION_GUIDE.md",771
Unchecked Task,medium,"Fork existing codebase into new provider-procedure branch/repository","memory-bank/archive/progress-2025-Q2-Q3.md",691
Unchecked Task,medium,"Implement new TypeScript interfaces (Provider, Procedure, ProcessedInstructions)","memory-bank/archive/progress-2025-Q2-Q3.md",692
Unchecked Task,medium,"Set up data storage structure for provider/procedure relationships","memory-bank/archive/progress-2025-Q2-Q3.md",693
Unchecked Task,medium,"Create basic admin interface layout and routing foundation","memory-bank/archive/progress-2025-Q2-Q3.md",694
Unchecked Task,medium,"Begin provider management component architecture","memory-bank/archive/progress-2025-Q2-Q3.md",695
Unchecked Task,medium,"Provider management (add/edit/delete/search providers)","memory-bank/archive/progress-2025-Q2-Q3.md",702
Unchecked Task,medium,"Procedure management with provider linking","memory-bank/archive/progress-2025-Q2-Q3.md",703
Unchecked Task,medium,"Admin PDF upload interface with provider/procedure association","memory-bank/archive/progress-2025-Q2-Q3.md",704
Unchecked Task,medium,"Bulk upload capabilities for admin efficiency","memory-bank/archive/progress-2025-Q2-Q3.md",705
Unchecked Task,medium,"Provider selection component with search functionality","memory-bank/archive/progress-2025-Q2-Q3.md",712
Unchecked Task,medium,"Procedure selection based on chosen provider","memory-bank/archive/progress-2025-Q2-Q3.md",713
Unchecked Task,medium,"Updated onboarding flow removing PDF upload step","memory-bank/archive/progress-2025-Q2-Q3.md",714
Unchecked Task,medium,"Search and filter capabilities for provider/procedure discovery","memory-bank/archive/progress-2025-Q2-Q3.md",715
Unchecked Task,medium,"Connect admin-uploaded instructions to user selection flow","memory-bank/archive/progress-2025-Q2-Q3.md",722
Unchecked Task,medium,"Update care store to work with pre-processed instruction data","memory-bank/archive/progress-2025-Q2-Q3.md",723
Unchecked Task,medium,"End-to-end testing of complete workflow","memory-bank/archive/progress-2025-Q2-Q3.md",724
Unchecked Task,medium,"Performance optimization and bug fixes","memory-bank/archive/progress-2025-Q2-Q3.md",725
Unchecked Task,medium,"Documentation updates and deployment preparation","memory-bank/archive/progress-2025-Q2-Q3.md",726
Unchecked Task,medium,"Run `npm run session:start` to load full context","memory-bank/archive/SESSION_CHECKLIST.md",11
Unchecked Task,medium,"Review Claude Memory: `npm run memory:show`","memory-bank/archive/SESSION_CHECKLIST.md",12
Unchecked Task,medium,"Review Memory Bank: `cat memory-bank/CURRENT.md`","memory-bank/archive/SESSION_CHECKLIST.md",13
Unchecked Task,medium,"Check recent progress: `tail -20 memory-bank/progress.md`","memory-bank/archive/SESSION_CHECKLIST.md",14
Unchecked Task,medium,"Note any pending tasks from previous session","memory-bank/archive/SESSION_CHECKLIST.md",15
Unchecked Task,medium,"Track major changes and decisions","memory-bank/archive/SESSION_CHECKLIST.md",30
Unchecked Task,medium,"Note any architectural changes","memory-bank/archive/SESSION_CHECKLIST.md",31
Unchecked Task,medium,"Document new features implemented","memory-bank/archive/SESSION_CHECKLIST.md",32
Unchecked Task,medium,"Record any issues resolved","memory-bank/archive/SESSION_CHECKLIST.md",33
Unchecked Task,medium,"Keep track of deployment changes","memory-bank/archive/SESSION_CHECKLIST.md",34
Unchecked Task,medium,"Update `CURRENT.md` with current status","memory-bank/archive/SESSION_CHECKLIST.md",48
Unchecked Task,medium,"Add timestamped entry to `progress.md`","memory-bank/archive/SESSION_CHECKLIST.md",49
Unchecked Task,medium,"Update `CHANGELOG.md` if major features added","memory-bank/archive/SESSION_CHECKLIST.md",50
Unchecked Task,medium,"Update `ARCHITECTURE.md` if tech stack changed","memory-bank/archive/SESSION_CHECKLIST.md",51
Unchecked Task,medium,"Commit memory bank updates with descriptive message","memory-bank/archive/SESSION_CHECKLIST.md",52
Unchecked Task,medium,"Push changes to GitHub","memory-bank/archive/SESSION_CHECKLIST.md",53
Unchecked Task,medium,"[Upcoming task]","memory-bank/archive/SESSION_CHECKLIST.md",72
Unchecked Task,medium,"All 41 API routes using translators","memory-bank/CURRENT.md",616
Unchecked Task,medium,"Mobile API gateway operational","memory-bank/CURRENT.md",617
Unchecked Task,medium,"< 200ms P95 response time","memory-bank/CURRENT.md",618
Unchecked Task,medium,"99.9% API availability","memory-bank/CURRENT.md",619
Unchecked Task,medium,"Zero breaking changes","memory-bank/CURRENT.md",620
Unchecked Task,medium,"Mobile app integration successful","memory-bank/CURRENT.md",621
Unchecked Task,medium,"Documentation complete","memory-bank/CURRENT.md",622
Unchecked Task,medium,"Monitoring operational","memory-bank/CURRENT.md",623
NOTE,low,"This file should not be edited","next-env.d.ts",4
Unchecked Task,medium,"Thyroidectomy: Fix all typos and miscategorizations","sample-data/IMPLEMENTATION-PLAN.md",121
Unchecked Task,medium,"Hysterectomy: Update sexual activity timeline (6→8 weeks)","sample-data/IMPLEMENTATION-PLAN.md",122
Unchecked Task,medium,"All procedures: Add specific medication dosing","sample-data/IMPLEMENTATION-PLAN.md",123
Unchecked Task,medium,"Rotator Cuff: ""Take pain meds BEFORE nerve block wears off""","sample-data/IMPLEMENTATION-PLAN.md",126
Unchecked Task,medium,"Thyroidectomy: Hypocalcemia monitoring tasks","sample-data/IMPLEMENTATION-PLAN.md",127
Unchecked Task,medium,"Hysterectomy: Constipation prevention tasks","sample-data/IMPLEMENTATION-PLAN.md",128
Unchecked Task,medium,"TKR: CPM device instructions","sample-data/IMPLEMENTATION-PLAN.md",129
Unchecked Task,medium,"Cardiac Cath: Hydration for contrast dye (6+ glasses)","sample-data/IMPLEMENTATION-PLAN.md",130
Unchecked Task,medium,"Add ""why"" explanations to restrictions","sample-data/IMPLEMENTATION-PLAN.md",133
Unchecked Task,medium,"Include specific counts/dosing","sample-data/IMPLEMENTATION-PLAN.md",134
Unchecked Task,medium,"Add duration to all restrictions","sample-data/IMPLEMENTATION-PLAN.md",135
Unchecked Task,medium,"Group related tasks logically","sample-data/IMPLEMENTATION-PLAN.md",136
Unchecked Task,medium,"Create phase-based milestones for each procedure","sample-data/IMPLEMENTATION-PLAN.md",139
Unchecked Task,medium,"Add clear transition criteria","sample-data/IMPLEMENTATION-PLAN.md",140
Unchecked Task,medium,"Include celebration messages","sample-data/IMPLEMENTATION-PLAN.md",141
Unchecked Task,medium,"Time-sensitive medication alerts","sample-data/IMPLEMENTATION-PLAN.md",147
Unchecked Task,medium,"Daily reminder templates","sample-data/IMPLEMENTATION-PLAN.md",148
Unchecked Task,medium,"Critical restriction warnings","sample-data/IMPLEMENTATION-PLAN.md",149
Unchecked Task,medium,"Visual task prioritization","sample-data/IMPLEMENTATION-PLAN.md",152
Unchecked Task,medium,"Task bundling/grouping","sample-data/IMPLEMENTATION-PLAN.md",153
Unchecked Task,medium,"Phase indicators","sample-data/IMPLEMENTATION-PLAN.md",154
Unchecked Task,medium,"Simple yes/no symptom forms","sample-data/IMPLEMENTATION-PLAN.md",157
Unchecked Task,medium,"""When to call doctor"" guides","sample-data/IMPLEMENTATION-PLAN.md",158
Unchecked Task,medium,"Emergency vs routine categorization","sample-data/IMPLEMENTATION-PLAN.md",159
Unchecked Task,medium,"Countdown timeline system","sample-data/IMPLEMENTATION-PLAN.md",165
Unchecked Task,medium,"Pre-op task generation","sample-data/IMPLEMENTATION-PLAN.md",166
Unchecked Task,medium,"Equipment/prep checklists","sample-data/IMPLEMENTATION-PLAN.md",167
Unchecked Task,medium,"Around-the-clock scheduler","sample-data/IMPLEMENTATION-PLAN.md",170
Unchecked Task,medium,"Drug interaction warnings","sample-data/IMPLEMENTATION-PLAN.md",171
Unchecked Task,medium,"Medication tracking","sample-data/IMPLEMENTATION-PLAN.md",172
Unchecked Task,medium,"Dynamic task generation","sample-data/IMPLEMENTATION-PLAN.md",175
Unchecked Task,medium,"Conditional logic system","sample-data/IMPLEMENTATION-PLAN.md",176
Unchecked Task,medium,"User input during onboarding","sample-data/IMPLEMENTATION-PLAN.md",177
Unchecked Task,medium,"Active symptom tracking","sample-data/IMPLEMENTATION-PLAN.md",183
Unchecked Task,medium,"Threshold alerts","sample-data/IMPLEMENTATION-PLAN.md",184
Unchecked Task,medium,"Escalation protocols","sample-data/IMPLEMENTATION-PLAN.md",185
Unchecked Task,medium,"Exercise library","sample-data/IMPLEMENTATION-PLAN.md",188
Unchecked Task,medium,"Progress tracking","sample-data/IMPLEMENTATION-PLAN.md",189
Unchecked Task,medium,"Phase advancement","sample-data/IMPLEMENTATION-PLAN.md",190
Unchecked Task,medium,"Extended timeline support","sample-data/IMPLEMENTATION-PLAN.md",193
Unchecked Task,medium,"Recurring reminders","sample-data/IMPLEMENTATION-PLAN.md",194
Unchecked Task,medium,"Annual follow-ups","sample-data/IMPLEMENTATION-PLAN.md",195
Unchecked Task,medium,"Add nerve block warning to Rotator Cuff","sample-data/PHASE-1-CONTENT-FIXES.md",370
Unchecked Task,medium,"Add hypocalcemia monitoring to Thyroidectomy","sample-data/PHASE-1-CONTENT-FIXES.md",371
Unchecked Task,medium,"Add constipation protocol to Hysterectomy","sample-data/PHASE-1-CONTENT-FIXES.md",372
Unchecked Task,medium,"Fix all typos in Thyroidectomy","sample-data/PHASE-1-CONTENT-FIXES.md",373
Unchecked Task,medium,"Add DVT warnings to all procedures","sample-data/PHASE-1-CONTENT-FIXES.md",374
Unchecked Task,medium,"Add specific medication dosing to all","sample-data/PHASE-1-CONTENT-FIXES.md",377
Unchecked Task,medium,"Add driving restrictions to all","sample-data/PHASE-1-CONTENT-FIXES.md",378
Unchecked Task,medium,"Create detailed PT exercises for TKR","sample-data/PHASE-1-CONTENT-FIXES.md",379
Unchecked Task,medium,"Add hydration protocol for Cardiac Cath","sample-data/PHASE-1-CONTENT-FIXES.md",380
Unchecked Task,medium,"Standardize wound care instructions","sample-data/PHASE-1-CONTENT-FIXES.md",381
Unchecked Task,medium,"Review all task categorizations","sample-data/PHASE-1-CONTENT-FIXES.md",384
Unchecked Task,medium,"Ensure all restrictions have durations","sample-data/PHASE-1-CONTENT-FIXES.md",385
Unchecked Task,medium,"Add ""why"" explanations to all restrictions","sample-data/PHASE-1-CONTENT-FIXES.md",386
Unchecked Task,medium,"Group related tasks together","sample-data/PHASE-1-CONTENT-FIXES.md",387
Unchecked Task,medium,"Create phase-based milestones","sample-data/PHASE-1-CONTENT-FIXES.md",388
NOTE,low,"s","scripts/extract-hardcoded-tasks.js",65
TODO,medium,"Get from auth session","src/app/api/admin/invites/route.ts",82
NOTE,low,"This function groups daily data by calendar week for consistency with the web app.","src/app/api/mobile/v1/analytics/recovery/route.ts",169
NOTE,low,"** `currentRecoveryDay` is automatically calculated by the API based on `procedureDate` and the current date. Day of surgery = day 1.","src/app/api/mobile/v1/README.md",332
OPTIMIZE,low,"d for mobile with pagination, filtering, and compression","src/app/api/mobile/v1/tasks/route.ts",3
NOTE,low,"Task doesn't have soft delete, all tasks are active","src/app/api/mobile/v1/tasks/route.ts",76
NOTE,low,"s */}","src/components/admin/tasks/TaskForm.tsx",410
NOTE,low,"Annotation plugin removed due to TypeScript compatibility issues","src/components/ui/recovery-line-chart.tsx",346
NOTE,low,"This is cleared on server restart and doesn't scale across instances","src/lib/api/mobile/cache-utils.ts",170
NOTE,low,"For HTML content, use a proper sanitization library like DOMPurify","src/lib/api/mobile/validation-utils.ts",279
TODO,medium,"Send to external monitoring service","src/lib/monitoring.ts",43
TODO,medium,"Send to metrics service","src/lib/monitoring.ts",69
TODO,medium,"Send to analytics service","src/lib/monitoring.ts",146
TODO,medium,"Handle auto-dismiss logic if needed","src/lib/notifications/notification-factory.ts",87
NOTE,low,"This requires canvas manipulation and should be used client-side","src/lib/qr-utils.ts",104
NOTE,low,"/onboarding/care-plan is accessible without auth for invite flow","src/middleware.ts",44
TODO,medium,"Use shared types for consistency across platforms when available","src/store/careStore.ts",4
TODO,medium,"Implement proper streak calculation","src/store/careStore.ts",1216
TODO,medium,"Re-enable cache after ensuring data consistency","src/store/careStore.ts",1695
TODO,medium,"Implement milestone sync","src/store/careStore.ts",2334
NOTE,low,"Procedures are now loaded from database via loadProcedures()","src/store/careStore.ts",2668
TODO,medium,"Import shared types for migration when @care-tracker/shared package is available","src/types/index.ts",3
NOTE,low,"We're gradually migrating to @care-tracker/shared types","src/types/index.ts",7
NOTE,low,"In a real scenario, localStorage update happens in the store","tests/integration/localStorage-recovery.test.tsx",245
NOTE,low,"lowercase 'network'","tests/mobile-sdk/sdk.test.ts",628
NOTE,low,"**","tests/mobile-sdk/TEST_REPORT.md",152
BUG,high,"s Found","tests/mobile-sdk/TEST_REPORT.md",202
Unchecked Task,medium,"Clear all test data","tests/notification-testing-plan.md",107
Unchecked Task,medium,"Create test user account","tests/notification-testing-plan.md",108
Unchecked Task,medium,"Complete onboarding","tests/notification-testing-plan.md",109
Unchecked Task,medium,"Complete a task → see notification toast","tests/notification-testing-plan.md",112
Unchecked Task,medium,"Complete all daily tasks → see celebration","tests/notification-testing-plan.md",113
Unchecked Task,medium,"Achieve milestone → see milestone notification","tests/notification-testing-plan.md",114
Unchecked Task,medium,"Navigate to /notifications → see all notifications","tests/notification-testing-plan.md",115
